inspection_machine,qty_lbs_at_creation,actual_created_dt,dol_attach_log,greige_summary,knit_order,roll_number,vendor_roll_number,knit_machine,greige_purchase_order,knit_date,cost,sales_order,document,unit_cost_yarn,unit_cost,knit_version,bh_customer,qty_yds,memo_dt,inspector,bh_sales_order,roll_number_sort,ship_dt,void_dt,ship_date,unit_cost_knit,return,qty_lbs,created_by,created_dt,dye_order_line,roll_width,id,knitter,unit_cost_purchase,warehouse
00,40.3,2024-04-01 13:36:08.763676,,2885,4470,841463291,,124,,2024-03-30,173.896059472733,,K2310088,3.11503869659386,4.31503869659386,"{'knit_style_base': {'foreign_id': 443, 'id': 2626, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180000'}, 'act_yard_cut_wt': '8.94', 'version': '1', 'created_date': '2023-10-24', 'id': 4907, 'active': 1, 'price': '1.20', 'modified': '2024-03-26 11:59:31.238189', 'created_time': '16:54:53.633762', 'target_yard_cut_wt': '9.50', 'roll_size': '40', 'foreign_id': 6849}",,72.1252796420582,,06816,,414632918,,,,1.20,,40.3,,2023-12-04 15:21:10.322122,,0,240742,02395,,G00
00,23.7,2024-04-01 13:36:59.405455,,2885,4470,841463293,,124,,2024-03-30,102.266417109275,,K2310088,3.11503869659386,4.31503869659386,"{'price': '1.20', 'modified': '2024-03-26 11:59:31.238189', 'created_time': '16:54:53.633762', 'target_yard_cut_wt': '9.50', 'roll_size': '40', 'foreign_id': 6849, 'knit_style_base': {'base_style': '180000', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2626, 'foreign_id': 443}, 'act_yard_cut_wt': '8.94', 'version': '1', 'created_date': '2023-10-24', 'id': 4907, 'active': 1}",,42.4161073825503,,06816,,414632938,,,,1.20,,23.7,,2023-12-05 01:11:11.060233,,0,240744,02395,,G00
00,35,2024-04-01 13:41:35.04098,,2885,4470,841463296,,124,,2024-03-30,151.026354380785,,K2310088,3.11503869659386,4.31503869659386,"{'act_yard_cut_wt': '8.94', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180000', 'foreign_id': 443, 'active': 1, 'id': 2626}, 'id': 4907, 'active': 1, 'created_date': '2023-10-24', 'version': '1', 'target_yard_cut_wt': '9.50', 'created_time': '16:54:53.633762', 'modified': '2024-03-26 11:59:31.238189', 'price': '1.20', 'foreign_id': 6849, 'roll_size': '40'}",,62.6398210290828,,06816,,414632968,,,,1.20,,35,,2023-12-05 09:26:11.580743,,0,240747,07098,,G00
00,40,2024-04-01 13:41:09.81089,,2885,4470,841463301,,124,,2024-03-30,172.601547863755,,K2310088,3.11503869659386,4.31503869659386,"{'created_date': '2023-10-24', 'version': '1', 'id': 4907, 'active': 1, 'knit_style_base': {'foreign_id': 443, 'active': 1, 'id': 2626, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180000'}, 'act_yard_cut_wt': '8.94', 'roll_size': '40', 'foreign_id': 6849, 'modified': '2024-03-26 11:59:31.238189', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '16:54:53.633762'}",,71.5883668903803,,06816,,414633018,,,,1.20,,40,,2023-12-06 14:21:10.911987,,0,240746,08011,,G00
00,51.8,2024-02-27 01:36:11.578439,,1275,4552,041675008,,075,,2024-02-26,438.258748331995,,K2311066,7.41059359714276,8.46059359714276,"{'created_time': '11:05:46.649139', 'target_yard_cut_wt': '11.5', 'price': '1.05', 'modified': '2023-11-29 22:59:03.332708', 'foreign_id': 4573, 'roll_size': '50', 'act_yard_cut_wt': '10.10', 'knit_style_base': {'foreign_id': 715, 'id': 766, 'active': 1, 'base_style': 'DFF446R', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL'}, 'active': 1, 'id': 2997, 'version': 'LP', 'created_date': '2022-02-01'}",,82.0594059405941,,06523,,416750080,,,,1.05,,51.8,,2024-02-27 01:36:11.147838,,0,235378,02247,,G00
00,49.4,2024-02-27 01:56:42.485433,,1275,4552,041675009,,075,,2024-02-26,417.953323698853,,K2311066,7.41059359714276,8.46059359714276,"{'target_yard_cut_wt': '11.5', 'created_time': '11:05:46.649139', 'modified': '2023-11-29 22:59:03.332708', 'price': '1.05', 'foreign_id': 4573, 'roll_size': '50', 'act_yard_cut_wt': '10.10', 'knit_style_base': {'foreign_id': 715, 'id': 766, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'base_style': 'DFF446R'}, 'id': 2997, 'active': 1, 'created_date': '2022-02-01', 'version': 'LP'}",,78.2574257425743,,06523,,416750090,,,,1.05,,49.4,,2024-02-27 01:56:10.799879,,0,235381,01592,,G00
02,49.3,2024-02-27 15:21:12.144841,,1275,4552,041675011,,075,,2024-02-27,417.107264339138,,K2311066,7.41059359714276,8.46059359714276,"{'act_yard_cut_wt': '10.10', 'knit_style_base': {'foreign_id': 715, 'id': 766, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'base_style': 'DFF446R'}, 'id': 2997, 'active': 1, 'version': 'LP', 'created_date': '2022-02-01', 'created_time': '11:05:46.649139', 'target_yard_cut_wt': '11.5', 'price': '1.05', 'modified': '2023-11-29 22:59:03.332708', 'foreign_id': 4573, 'roll_size': '50'}",,83.2,,06804,,416750110,,,,1.05,,49.3,,2024-02-27 06:41:10.21424,,32,235465,07078,,G00
00,49.5,2024-02-28 08:26:11.110617,,1275,4552,041675015,,075,,2024-02-27,418.799383058567,,K2311066,7.41059359714276,8.46059359714276,"{'knit_style_base': {'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'DFF446R', 'id': 766, 'active': 1, 'foreign_id': 715}, 'act_yard_cut_wt': '10.10', 'created_date': '2022-02-01', 'version': 'LP', 'id': 2997, 'active': 1, 'modified': '2023-11-29 22:59:03.332708', 'price': '1.05', 'target_yard_cut_wt': '11.5', 'created_time': '11:05:46.649139', 'roll_size': '50', 'foreign_id': 4573}",,78.4158415841584,,06523,,416750150,,,,1.05,,49.5,,2024-02-28 01:11:10.64164,,0,235542,01592,,G00
,74.5,2025-01-10 13:37:44.041135,,2957,4702,042041270,,,,2025-01-10,303.6918,,K2401081,1.0764,4.0764,"{'created_date': '2023-12-01', 'version': 'M', 'active': 1, 'id': 4990, 'knit_style_base': {'foreign_id': 3964, 'active': 1, 'id': 2362, 'base_style': '205FLX2006', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES'}, 'act_yard_cut_wt': '40.875', 'roll_size': '75', 'foreign_id': 6947, 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945'}",,29.1620795107034,,,,420412700,,,,3.00,,74.5,,2025-01-10 13:37:44.041135,,,279337,,,G00
52,77,2024-12-30 14:06:09.79069,,2957,4702,042041368,,527,,2024-12-17,313.8828,,K2401081,1.0764,4.0764,"{'act_yard_cut_wt': '40.875', 'knit_style_base': {'id': 2362, 'active': 1, 'foreign_id': 3964, 'base_style': '205FLX2006', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'id': 4990, 'active': 1, 'version': 'M', 'created_date': '2023-12-01', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'foreign_id': 6947, 'roll_size': '75'}",,30.9,,06935,,420413680,,,,3.00,,77,,2024-12-30 14:06:09.183963,,30,278218,06560,,G00
52,77.6,2024-12-20 06:56:30.683774,,2957,4702,042041369,,527,,2024-12-17,316.32864,,K2401081,1.0764,4.0764,"{'foreign_id': 6947, 'roll_size': '75', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'active': 1, 'id': 4990, 'created_date': '2023-12-01', 'version': 'M', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'base_style': '205FLX2006', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2362, 'active': 1, 'foreign_id': 3964}}",,31.5,,06935,,420413690,,,,3.00,,77.6,,2024-12-20 06:56:09.570194,,30,277655,06560,,G00
52,76.5,2025-02-04 11:36:17.096997,,2957,4702,042041406,,527,,2025-01-29,311.8446,,K2401081,1.0764,4.0764,"{'knit_style_base': {'foreign_id': 3964, 'id': 2362, 'active': 1, 'base_style': '205FLX2006', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None}, 'act_yard_cut_wt': '40.875', 'created_date': '2023-12-01', 'version': 'M', 'id': 4990, 'active': 1, 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'roll_size': '75', 'foreign_id': 6947}",,30.7,,01894,,420414060,,,,3.00,,76.5,,2025-02-04 11:36:08.431027,,30,282158,07043,,G00
51,76.2,2025-02-20 15:21:10.405293,,2957,4702,042041428,,527,,2025-02-17,310.622192710654,,K2401081,1.07640672848628,4.07640672848628,"{'roll_size': '75', 'foreign_id': 6947, 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'version': 'M', 'created_date': '2023-12-01', 'active': 1, 'id': 4990, 'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'base_style': '205FLX2006', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '40.875'}",,32,,06372,,420414280,,,,3.00,,76.2,,2025-02-20 15:21:09.86644,,30,284304,06560,,G00
53,76.8,2025-02-25 14:56:10.803422,,2957,4702,042041430,,527,,2025-02-20,313.06755893221,,K2401081,1.07640050692982,4.07640050692982,"{'roll_size': '75', 'foreign_id': 6947, 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'created_date': '2023-12-01', 'version': 'M', 'active': 1, 'id': 4990, 'knit_style_base': {'foreign_id': 3964, 'active': 1, 'id': 2362, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'base_style': '205FLX2006'}, 'act_yard_cut_wt': '40.875'}",,30.72,,04888,,420414300,,,,3.00,,76.8,,2025-02-25 14:56:10.126227,,30,284658,06562,,G00
53,77.8,2025-02-25 15:41:10.349591,,2957,4702,042041431,,527,,2025-02-21,317.14395943914,,K2401081,1.07640050692982,4.07640050692982,"{'foreign_id': 6947, 'roll_size': '75', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'active': 1, 'id': 4990, 'created_date': '2023-12-01', 'version': 'M', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'base_style': '205FLX2006', 'foreign_id': 3964, 'id': 2362, 'active': 1}}",,31.12,,06516,,420414310,,,,3.00,,77.8,,2025-02-25 15:41:09.663496,,30,284662,03843,,G00
53,76.8,2025-03-04 15:41:09.828182,,2957,4702,042041437,,527,,2025-02-28,313.06755893221,,K2401081,1.07640050692982,4.07640050692982,"{'foreign_id': 6947, 'roll_size': '75', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'id': 4990, 'active': 1, 'created_date': '2023-12-01', 'version': 'M', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'base_style': '205FLX2006', 'foreign_id': 3964, 'active': 1, 'id': 2362}}",,30.72,,06516,,420414370,,,,3.00,,76.8,,2025-03-04 15:41:09.391504,,30,285320,06560,,G00
53,77.4,2025-03-04 15:21:10.637728,,2957,4702,042041438,,527,,2025-02-28,315.513399236368,,K2401081,1.07640050692982,4.07640050692982,"{'act_yard_cut_wt': '40.875', 'knit_style_base': {'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '205FLX2006', 'id': 2362, 'active': 1, 'foreign_id': 3964}, 'active': 1, 'id': 4990, 'version': 'M', 'created_date': '2023-12-01', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'foreign_id': 6947, 'roll_size': '75'}",,30.96,,06516,,420414380,,,,3.00,,77.4,,2025-03-04 15:21:10.159605,,30,285316,06562,,G00
53,77.1,2025-03-11 11:56:08.085364,,2957,4702,042041440,,527,,2025-03-04,314.290498027197,,K2401081,1.07640075262252,4.07640075262252,"{'act_yard_cut_wt': '40.875', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'base_style': '205FLX2006', 'foreign_id': 3964, 'active': 1, 'id': 2362}, 'active': 1, 'id': 4990, 'created_date': '2023-12-01', 'version': 'M', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'foreign_id': 6947, 'roll_size': '75'}",,30.84,,04888,,420414400,,,,3.00,,77.1,,2025-03-11 11:56:07.483153,,30,286268,06560,,G00
53,77.7,2025-03-11 09:01:10.659877,,2957,4702,042041442,,527,,2025-03-06,316.73633847877,,K2401081,1.07640075262252,4.07640075262252,"{'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'base_style': '205FLX2006', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '40.875', 'created_date': '2023-12-01', 'version': 'M', 'active': 1, 'id': 4990, 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'roll_size': '75', 'foreign_id': 6947}",,31.08,,06516,,420414420,,,,3.00,,77.7,,2025-03-11 09:01:10.055855,,30,286206,03843,,G00
53,77.5,2025-03-11 11:16:10.539444,,2957,4702,842041443,,527,,2025-03-06,315.921058328246,,K2401081,1.07640075262252,4.07640075262252,"{'act_yard_cut_wt': '40.875', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'base_style': '205FLX2006', 'foreign_id': 3964, 'id': 2362, 'active': 1}, 'id': 4990, 'active': 1, 'created_date': '2023-12-01', 'version': 'M', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'foreign_id': 6947, 'roll_size': '75'}",,31,,04888,,420414438,,,,3.00,,77.5,,2025-03-11 11:16:09.875373,,30,286257,06562,,G00
52,75.5,2025-03-28 08:36:10.92538,,2957,4702,042041462,,535,,2025-03-24,309.924131248203,,K2401081,1.1049553807709,4.1049553807709,"{'foreign_id': 6947, 'roll_size': '75', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'id': 4990, 'active': 1, 'version': 'M', 'created_date': '2023-12-01', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'base_style': '205FLX2006', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}}",,30.6,,06516,,420414620,,,,3.00,,75.5,,2025-03-28 08:36:08.235879,,30,288527,06562,,G00
52,75.1,2025-03-27 15:06:08.710405,,2957,4702,842041463,,535,,2025-03-25,308.282149095894,,K2401081,1.1049553807709,4.1049553807709,"{'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '205FLX2006'}, 'act_yard_cut_wt': '40.875', 'created_date': '2023-12-01', 'version': 'M', 'id': 4990, 'active': 1, 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'roll_size': '75', 'foreign_id': 6947}",,30.04,,06516,,420414638,,,,3.00,,75.1,,2025-03-27 15:06:08.280579,,30,288409,06560,,G00
52,75.8,2025-04-01 15:51:10.142069,,2957,4702,042041467,,535,,2025-03-27,312.258754665419,,K2401081,1.11950863674695,4.11950863674695,"{'foreign_id': 6947, 'roll_size': '75', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'id': 4990, 'active': 1, 'version': 'M', 'created_date': '2023-12-01', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'base_style': '205FLX2006', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2362, 'active': 1, 'foreign_id': 3964}}",,30.32,,06516,,420414670,,,,3.00,,75.8,,2025-04-01 15:51:09.358803,,30,289023,03975,,G00
52,75,2025-04-02 08:21:10.917388,,2957,4702,042041468,,535,,2025-03-27,309.171587401786,,K2401081,1.12228783202381,4.12228783202381,"{'version': 'M', 'created_date': '2023-12-01', 'id': 4990, 'active': 1, 'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '205FLX2006'}, 'act_yard_cut_wt': '40.875', 'roll_size': '75', 'foreign_id': 6947, 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00'}",,30,,06516,,420414680,,,,3.00,,75,,2025-04-02 08:21:10.441177,,30,289122,06562,,G00
52,75.7,2025-04-01 14:31:10.496789,,2957,4702,842041469,,535,,2025-03-28,311.846803801744,,K2401081,1.11950863674695,4.11950863674695,"{'act_yard_cut_wt': '40.875', 'knit_style_base': {'foreign_id': 3964, 'id': 2362, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'base_style': '205FLX2006'}, 'id': 4990, 'active': 1, 'created_date': '2023-12-01', 'version': 'M', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'foreign_id': 6947, 'roll_size': '75'}",,30,,03862,,420414698,,,,3.00,,75.7,,2025-04-01 14:31:09.905475,,30,288985,03975,,G00
52,74.7,2025-04-02 08:11:11.032105,,2957,4702,042041470,,535,,2025-03-28,307.934901052179,,K2401081,1.12228783202381,4.12228783202381,"{'id': 4990, 'active': 1, 'version': 'M', 'created_date': '2023-12-01', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'foreign_id': 3964, 'active': 1, 'id': 2362, 'base_style': '205FLX2006', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None}, 'foreign_id': 6947, 'roll_size': '75', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973'}",,30,,06516,,420414700,,,,3.00,,74.7,,2025-04-02 08:11:10.431416,,30,289120,07043,,G00
52,76,2025-04-01 14:01:10.269377,,2957,4702,842041471,,535,,2025-03-31,313.082656392768,,K2401081,1.11950863674695,4.11950863674695,"{'knit_style_base': {'foreign_id': 3964, 'id': 2362, 'active': 1, 'base_style': '205FLX2006', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None}, 'act_yard_cut_wt': '40.875', 'version': 'M', 'created_date': '2023-12-01', 'active': 1, 'id': 4990, 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'roll_size': '75', 'foreign_id': 6947}",,31,,03862,,420414718,,,,3.00,,76,,2025-04-01 14:01:09.744706,,30,288984,03975,,G00
52,74.9,2025-04-01 13:41:08.640286,,2957,4702,042041472,,535,,2025-03-31,308.551196892346,,K2401081,1.11950863674695,4.11950863674695,"{'active': 1, 'id': 4990, 'version': 'M', 'created_date': '2023-12-01', 'act_yard_cut_wt': '40.875', 'knit_style_base': {'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '205FLX2006', 'id': 2362, 'active': 1, 'foreign_id': 3964}, 'foreign_id': 6947, 'roll_size': '75', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973'}",,29.96,,03862,,420414720,,,,3.00,,74.9,,2025-04-01 13:41:08.128606,,30,288979,06562,,G00
52,75.7,2025-04-18 09:41:08.292057,,2957,4702,042041473,,535,,2025-04-01,312.288023302113,,K2401081,1.12533716383241,4.12533716383241,"{'act_yard_cut_wt': '40.875', 'knit_style_base': {'foreign_id': 3964, 'id': 2362, 'active': 1, 'base_style': '205FLX2006', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None}, 'active': 1, 'id': 4990, 'created_date': '2023-12-01', 'version': 'M', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'foreign_id': 6947, 'roll_size': '75'}",,30.28,,03862,,420414730,,,,3.00,,75.7,,2025-04-18 09:41:07.827984,,30,291546,03975,,G00
52,75.6,2025-04-18 08:56:16.676228,,2957,4702,842041474,,535,,2025-04-01,311.87548958573,,K2401081,1.12533716383241,4.12533716383241,"{'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '205FLX2006'}, 'act_yard_cut_wt': '40.875', 'version': 'M', 'created_date': '2023-12-01', 'active': 1, 'id': 4990, 'price': '3.00', 'modified': '2024-06-20 16:13:22.920973', 'created_time': '10:15:23.712945', 'target_yard_cut_wt': '44.00', 'roll_size': '75', 'foreign_id': 6947}",,30.24,,03862,,420414748,,,,3.00,,75.6,,2025-04-18 08:56:08.241772,,30,291536,07043,,G00
52,75.4,2025-04-03 14:16:09.453266,,2957,4702,042041475,,535,,2025-04-02,310.820502534595,,K2401081,1.12228783202381,4.12228783202381,"{'modified': '2024-06-20 16:13:22.920973', 'price': '3.00', 'target_yard_cut_wt': '44.00', 'created_time': '10:15:23.712945', 'roll_size': '75', 'foreign_id': 6947, 'knit_style_base': {'active': 1, 'id': 2362, 'foreign_id': 3964, 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '205FLX2006'}, 'act_yard_cut_wt': '40.875', 'created_date': '2023-12-01', 'version': 'M', 'active': 1, 'id': 4990}",,30.16,,03862,,420414750,,,,3.00,,75.4,,2025-04-03 14:16:09.002141,,30,289313,06560,,G00
