Desc#,QS Cust,Supplier,Description,Color,Beginning Balance,Received,Consumed,Adjustments,Theoretical Balance,Misc,On Order,Allocated,Planning Balance,Reconcile Date,Cost/Pound,Total Cost
18600,CFAB,PARKDALE YARN MILLS,24/1 60/40 Combed Cotton/Polyester Natural RS,Natural,"14,791.00",,0.00,,"14,791.00",,0.00,0.00,"14,791.00",2025-06-27,$2.74 ,"$40,527.34 "
18601,CFAB,CREORA/US Hyosung,1/40 100% Spandex Bright H350,Bright,316.10,,0.00,,316.10,,0.00,0.00,316.10,2025-06-27,$5.50 ,"$1,738.55 "
18602,CFAB,DECA GLOBAL,18/1 100% Karded Cotton Natural OE,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18603,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Natural whites only,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.35 ,$0.00 
18604,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Crudo Nat recycled polyester/recycled cotton 192 RS,Crudo Nat,158.60,,0.00,,158.60,CT,0.00,0.00,158.60,2025-06-27,$3.31 ,$524.97 
18605,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Lino recycled polyester/recycled cotton 155 RS,Lino,"1,104.90",,-61.85,,"1,043.05",CT,0.00,-76.99,966.06,2025-06-27,$3.53 ,"$3,681.97 "
18606,CFAB,PARKDALE YARN MILLS,38/1 100% Combed Cotton Natural RS,Natural,106.00,,0.00,,106.00,,0.00,0.00,106.00,2025-06-27,$2.95 ,$312.70 
18607,CFAB,PARKDALE YARN MILLS,38/1 60/40 Combed Cotton/Polyester Natural RS,Natural,985.00,,0.00,,985.00,,0.00,0.00,985.00,2025-06-27,$2.92 ,"$2,876.20 "
18608,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,2/150/50 100% Polyester Grey Clouds C42581Y,Grey Clouds,94.00,,0.00,,94.00,,0.00,0.00,94.00,2025-06-27,$4.65 ,$437.10 
18609,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,2/150/50 100% Polyester Sand Dollar C39705Y,Sand Dollar,131.00,,0.00,,131.00,CT,0.00,0.00,131.00,2025-06-27,$5.11 ,$669.41 
18610,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Lime 01459,Lime,883.00,,0.00,,883.00,CT,0.00,0.00,883.00,2025-06-27,$3.38 ,"$2,984.54 "
18611,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Brown 01566,Brown,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$3.36 ,$0.00 
18612,CFAB,PARKDALE YARN MILLS,18/1 100% Combed Cotton Natural RS,Natural,"18,935.50",,-206.60,,"18,728.90",,0.00,0.00,"18,728.90",2025-06-27,$2.81 ,"$52,628.20 "
18613,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Grey Merrimack,Grey Merrimack,560.00,,0.00,,560.00,CT,0.00,0.00,560.00,2025-06-27,$2.18 ,"$1,220.80 "
18614,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Grey Stealth,Grey Stealth,"6,631.40",,-284.75,,"6,346.65",CT,0.00,0.00,"6,346.65",2025-06-27,$2.24 ,"$14,216.50 "
18615,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester South Sea,South Sea,"4,187.50",,-7.85,,"4,179.65",CT,0.00,-6.94,"4,172.71",2025-06-27,$2.13 ,"$8,902.65 "
18616,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Blue Navy,Blue Navy,636.00,,-17.63,,618.37,CT,0.00,0.00,618.37,2025-06-27,$2.23 ,"$1,378.96 "
18617,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Grey Renol,Grey Renol,"4,116.50",,-24.88,,"4,091.62",CT,0.00,-5.66,"4,085.96",2025-06-27,$2.33 ,"$9,533.46 "
18618,CFAB,AKRA POLYESTER GROUP/DAK,1/150/48 100% Polyester Silver,Silver,262.00,,-5.24,,256.76,CT,0.00,0.00,256.76,2025-06-27,$1.81 ,$464.74 
18619,CFAB,AKRA POLYESTER GROUP/DAK,2/150/48 100% Polyester Optical Bright,Optical Bright,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.55 ,$0.00 
18620,CFAB,UNIFI,1/150/34 100% Polyester Natural SET TS (REPREVE) 56TPC,Natural,"11,086.50",,-113.09,,"10,973.41",CT,0.00,0.00,"10,973.41",2025-06-27,$2.41 ,"$26,445.91 "
18621,CFAB,PROMPTEX YARNS INC,2/150/48 100% Polyester Natural Set - low tac,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.45 ,$0.00 
18622,CFAB,OMARA TEXTILES,1/150/36 100% Polyester Basalt HOY Flat Bright,Basalt,745.50,,-16.91,,728.59,CT,0.00,-5.66,722.93,2025-06-27,$2.66 ,"$1,938.05 "
18623,CFAB,OMARA TEXTILES,1/150/36 100% Polyester Maldive HOY Flat Bright,Maldive,"2,192.00",,-15.71,,"2,176.29",CT,0.00,0.00,"2,176.29",2025-06-27,$2.92 ,"$6,354.78 "
18624,CFAB,BEAL MANUFACTURING INC,30/1 60/40 Polyester Heather/Coal 60% black poly/40% natural poly,Heather/Coal,76.00,,0.00,,76.00,,0.00,0.00,76.00,2025-06-27,$3.38 ,$256.88 
18625,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Aqua,Aqua,"1,520.00",,0.00,,"1,520.00",,0.00,0.00,"1,520.00",2025-06-27,$2.91 ,"$4,423.20 "
18626,CFAB,OMARA TEXTILES,1/150/36 100% Polyester Ultraviolet A924,Ultraviolet,155.00,,0.00,,155.00,,0.00,0.00,155.00,2025-06-27,$3.34 ,$517.70 
18627,CFAB,"BIELTEX, S.L.",1/100/1 100% Polyester Natural,Natural,678.00,,0.00,,678.00,,0.00,0.00,678.00,2025-06-27,$3.96 ,"$2,684.88 "
18628,CFAB,OMARA TEXTILES,1/150/36 100% Polyester Bahama HOY Flat Bright U895 Blue238,Bahama,"1,895.00",,0.00,,"1,895.00",CT,0.00,0.00,"1,895.00",2025-06-27,$2.91 ,"$5,514.45 "
18629,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Evening Haze recycled poly/recycled cotton DVE,Evening Haze,139.20,,-100.84,,38.36,CT,0.00,0.00,38.36,2025-06-27,$3.65 ,$140.03 
18630,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Marrion recycled poly/recycled cotton DZ7,Marrion,365.80,,0.00,,365.80,CT,0.00,0.00,365.80,2025-06-27,$3.58 ,"$1,309.56 "
18631,CFAB,PACIFIC SOURCING GROUP,30/1 100% Cotton Natural Slub Yarn,Natural,266.00,,0.00,,266.00,,0.00,0.00,266.00,2025-06-27,$3.10 ,$824.60 
18632,CFAB,BANSWARA SYNTEX LIMITED,30/1 100% Polyester Cinder 1202527-A,Cinder,56.00,,0.00,,56.00,CT,0.00,0.00,56.00,2025-06-27,$1.29 ,$72.24 
18633,CFAB,BANSWARA SYNTEX LIMITED,30/1 100% Polyester Anthracite 1202530-A,Anthracite,57.00,,0.00,,57.00,CT,0.00,0.00,57.00,2025-06-27,$1.29 ,$73.53 
18634,CFAB,CREORA/US Hyosung,1/20 100% Spandex Semi Dull H350C,Semi Dull,"1,366.40",,0.00,,"1,366.40",,0.00,0.00,"1,366.40",2025-06-27,$7.95 ,"$10,862.88 "
18635,CFAB,CREORA/US Hyosung,1/30 100% Spandex Semi Dull H350C,Semi Dull,432.20,,0.00,,432.20,,0.00,0.00,432.20,2025-06-27,$5.90 ,"$2,549.98 "
18636,CFAB,CS AMERICA,1/30/24 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18637,CFAB,CS AMERICA,1/40/36 100% Polyester Semi Dull,Semi Dull,467.00,,0.00,,467.00,,0.00,0.00,467.00,2025-06-27,$2.95 ,"$1,377.65 "
18638,CFAB,PARKDALE YARN MILLS,30/1 50/50 Polyester/Cotton Natural RS,Natural,660.40,"5,373.00","-4,244.32","-1,052.00",737.08,,0.00,-357.50,379.58,2025-06-27,$2.84 ,"$2,093.30 "
18639,CFAB,PROMPTEX YARNS INC,2/225/68 100% Polyester Natural,Natural,808.00,,0.00,,808.00,CT,0.00,0.00,808.00,2025-06-27,$1.35 ,"$1,090.80 "
18640,CFAB,AKRA POLYESTER GROUP/DAK,1/70/36 100% Polyester Natural S,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.44 ,$0.00 
18641,CFAB,AKRA POLYESTER GROUP/DAK,1/70/36 100% Polyester Natural Z,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.44 ,$0.00 
18643,CFAB,COAT,18/1 50/35/10/5 Modacrylic/Pima Cotton/Nylon/Para Aramid Black MVS,Black,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18644,CFAB,PROMPTEX YARNS INC,2/150/48 100% Polyester Black,Black,160.00,,0.00,,160.00,CT,0.00,0.00,160.00,2025-06-27,$1.26 ,$201.60 
18645,CFAB,BUHLER QUALITY YARNS CORP,24/1 85/15 Modacrylic/Tencel Natural MVS,Natural,"1,852.90","6,828.90","-6,458.87",,"2,222.93",,"7,171.10","-2,074.10","7,319.94",2025-06-27,$7.21 ,"$16,027.36 "
18646,CFAB,BARNET,1/150/48 100% Polyester Natural,Natural,"8,899.90","30,315.10","-24,570.57",,"14,644.43",,"10,000.00","-23,690.71",953.72,2025-06-27,$1.05 ,"$15,376.65 "
18647,CFAB,SPUNGOLD,11/1 60/40 Modacrylic/Glass Natural ANTIFR,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$5.39 ,$0.00 
18648,CFAB,SPUNLAB,30/1 70/20/10 Polyester/Cotton/Rayon Ash 2% 2% reclaimed heather 8096,Ash 2%,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$2.73 ,$0.00 
18649,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Optico 031,Optico,538.90,,0.00,,538.90,CT,0.00,0.00,538.90,2025-06-27,$3.65 ,"$1,966.99 "
18650,CFAB,DECA GLOBAL,1/150/144 100% Polyester Semi Dull Set,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.20 ,$0.00 
18651,CFAB,VERTEX,1/300/120 100% Polyethylene Blue,Blue,"1,124.00",,0.00,,"1,124.00",CT,0.00,0.00,"1,124.00",2025-06-27,$8.10 ,"$9,104.40 "
18653,CFAB,UNIFI,1/180/204 100% Polyester Natural Repreve REPREV,Natural,645.90,,0.00,,645.90,CT,0.00,0.00,645.90,2025-06-27,$3.09 ,"$1,995.83 "
18654,CFAB,BUHLER QUALITY YARNS CORP,20/1 85/15 Modacrylic/Tencel Natural MVS,Natural,31.00,,0.00,,31.00,,0.00,0.00,31.00,2025-06-27,$7.23 ,$224.13 
18655,CFAB,SPUNGOLD,12/1 100% Rayon Natural FR,Natural,32.00,,0.00,,32.00,CT,0.00,0.00,32.00,2025-06-27,$0.00 ,$0.00 
18656,CFAB,PARKDALE YARN MILLS,8.5/1 78/22 Karded Cotton/Polyester Natural OE,Natural,250.00,,0.00,,250.00,,0.00,0.00,250.00,2025-06-27,$1.84 ,$460.00 
18657,CFAB,PARKDALE YARN MILLS,10/1 70/30 Karded Cotton/Polyester Natural OE,Natural,254.00,,0.00,,254.00,,0.00,0.00,254.00,2025-06-27,$1.75 ,$444.50 
18658,CFAB,PARKDALE YARN MILLS,12/1 60/40 Karded Cotton/Polyester Natural OE,Natural,139.00,,0.00,,139.00,CT,0.00,0.00,139.00,2025-06-27,$1.48 ,$205.72 
18659,CFAB,SPUNLAB,40/1 50/37/13 Polyester/Modal Rayon/Karded Cotton Natural repreve poly - modal rayon - karded cotton 1088 RS,Natural,"21,029.00",,-16.32,,"21,012.68",,"8,174.00",-77.20,"29,109.48",2025-06-27,$4.90 ,"$102,962.13 "
18660,CFAB,UNIFI,4/300/68 100% Polyester Natural Repreve,Natural,273.00,,0.00,,273.00,CT,0.00,0.00,273.00,2025-06-27,$2.15 ,$586.95 
18661,CFAB,DECA GLOBAL,18/1 100% Polyester Semi Dull RS,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.25 ,$0.00 
18662,CFAB,PARKDALE YARN MILLS,21/1 75/15/10 Modacrylic/Tencel/Nylon Natural Protex C and G100 MVS,Natural,382.00,,0.00,,382.00,,0.00,0.00,382.00,2025-06-27,$7.40 ,"$2,826.80 "
18663,CFAB,PARKDALE YARN MILLS,18.5/1 50/35/10/5 Modacrylic/Pima Cotton/Nylon/Twaron Natural Protex C MVS,Natural,457.00,,0.00,,457.00,,0.00,0.00,457.00,2025-06-27,$8.29 ,"$3,788.53 "
18664,CFAB,PARKDALE YARN MILLS,18.5/1 50/35/10/5 Modacrylic/Pima Cotton/Nylon/Twaron Grey Protex C - Black Twaron MVS,Grey,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18665,CFAB,PARKDALE YARN MILLS,24/1 85/15 Modacrylic/Tencel Natural Protex C and G100 MVS,Natural,"6,373.20",,0.00,,"6,373.20",,0.00,0.00,"6,373.20",2025-06-27,$7.23 ,"$46,078.24 "
18666,CFAB,DECA GLOBAL,60/1 100% Combed Cotton Natural RS,Natural,"46,267.40",,0.00,,"46,267.40",,0.00,0.00,"46,267.40",2025-06-27,$5.49 ,"$254,008.03 "
18667,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Dusk Blue 4015-01607-A,Dusk Blue,"3,997.00",,-747.11,,"3,249.89",CT,0.00,0.00,"3,249.89",2025-06-27,$3.36 ,"$10,919.64 "
18668,CFAB,SHUFORD,23/1 75/15/10 Modacrylic/Tencel/Nylon Natural,Natural,911.00,,0.00,,911.00,,0.00,0.00,911.00,2025-06-27,$5.50 ,"$5,010.50 "
18669,CFAB,CS AMERICA,1/75/72 100% Polyester Natural,Natural,"8,528.70",,"-6,709.40",,"1,819.30",,0.00,-526.26,"1,293.05",2025-06-27,$1.85 ,"$3,365.71 "
18670,CFAB,MINIFIBERS,1/300/50 100% Polyethylene Natural MiniFREEZZZ - MUST HAVE APPROVAL TO USE THIS YARN,Natural,46.00,,0.00,,46.00,,0.00,0.00,46.00,2025-06-27,$3.63 ,$166.98 
18673,CFAB,DECA GLOBAL,1/150/48 100% Polyester Cool Grey 7445-02,Cool Grey,"5,372.70",,"-1,390.79",,"3,981.91",CT,0.00,"-1,127.52","2,854.38",2025-06-27,$1.82 ,"$7,247.07 "
18674,CFAB,DECA GLOBAL,1/150/48 100% Polyester Purple 5358-01,Purple,"11,901.40",,0.00,,"11,901.40",CT,0.00,0.00,"11,901.40",2025-06-27,$1.84 ,"$21,898.58 "
18675,CFAB,OEKO,30/1 85/15 Modacrylic/Tencel Natural AT415 Modacrylic RS,Natural,67.40,,0.00,,67.40,,0.00,0.00,67.40,2025-06-27,$0.00 ,$0.00 
18676,CFAB,OEKO,30/1 55/45 Modacrylic/Tencel Natural AT415 Modacrylic RS,Natural,108.80,,0.00,,108.80,,0.00,0.00,108.80,2025-06-27,$0.00 ,$0.00 
18677,CFAB,OEKO,24/1 85/15 Modacrylic/Tencel Natural AT415 Modacrylic MVS,Natural,90.00,,0.00,,90.00,,0.00,0.00,90.00,2025-06-27,$0.00 ,$0.00 
18678,CFAB,COAT,30/1 50/30/20 Modacrylic/Tencel/Para Aramid Natural Protex C - A100 - Kolon para aramid F34428 RS,Natural,"3,413.30",,0.00,,"3,413.30",,0.00,0.00,"3,413.30",2025-06-27,$10.75 ,"$36,692.98 "
18679,CFAB,UNIFI,1/70/68 100% Polyester Semi Dull 100% Celliant Repreve,Semi Dull,"1,067.50",,0.00,,"1,067.50",CT,0.00,-442.00,625.50,2025-06-27,$2.67 ,"$2,850.23 "
18680,CFAB,BARNET,1/35/6 100% Polyester Black NEGAST P190,Black,14.00,,0.00,,14.00,,0.00,0.00,14.00,2025-06-27,$42.07 ,$588.98 
18683,CFAB,CS AMERICA,2/40/34 50/50 Nylon/Polyester Natural,Natural,50.00,,0.00,,50.00,,0.00,0.00,50.00,2025-06-27,$0.00 ,$0.00 
18684,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester SUNSHINE 143C,SUNSHINE,151.00,,0.00,,151.00,,0.00,0.00,151.00,2025-06-27,$3.36 ,$507.36 
18685,CFAB,BUHLER QUALITY YARNS CORP,30/1 100% Polyester Natural MVS,Natural,363.50,,0.00,,363.50,,0.00,0.00,363.50,2025-06-27,$2.24 ,$814.24 
18688,CFAB,DRAKE EXTRUSION INC,1/650/288 100% Polypropylene Black Smoke Round AJT,Black Smoke,48.00,,0.00,,48.00,,0.00,0.00,48.00,2025-06-27,$0.00 ,$0.00 
18689,CFAB,DRAKE EXTRUSION INC,1/650/288 100% Polypropylene Cadence Round AJT,Cadence,65.00,,0.00,,65.00,,0.00,0.00,65.00,2025-06-27,$0.00 ,$0.00 
18690,CFAB,MINIFIBERS,1/300/50 100% Polyethylene White MUST HAVE APPROVAL TO USE THIS YARN,White,"5,196.00",,0.00,,"5,196.00",CT,0.00,0.00,"5,196.00",2025-06-27,$4.15 ,"$21,563.40 "
18692,CFAB,COAT,26/1 100% Twaron Natural FPF8157,Natural,96.80,,0.00,,96.80,,0.00,0.00,96.80,2025-06-27,$24.15 ,"$2,337.72 "
18693,CFAB,SPUNLAB,32/1 50/25/25 Polyester/Cotton/Rayon Natural RS,Natural,"4,305.00",,0.00,,"4,305.00",,0.00,0.00,"4,305.00",2025-06-27,$3.78 ,"$16,272.90 "
18694,CFAB,PARKDALE YARN MILLS,30/1 100% Karded Cotton Natural Soft Spun OE,Natural,"15,585.40",,"-1,066.55",,"14,518.85",,0.00,-0.40,"14,518.45",2025-06-27,$2.13 ,"$30,925.15 "
18695,CFAB,SPUNLAB,36/1 50/37/13 Polyester/Rayon/Cotton Natural 1088 RS,Natural,277.00,,0.00,,277.00,,0.00,0.00,277.00,2025-06-27,$4.42 ,"$1,224.34 "
18696,CFAB,"B&W Fiber Glass, Inc",1/198 100% Glass Natural,Natural,"3,132.20",,-838.93,,"2,293.27",,"16,000.00","-15,441.05","2,852.21",2025-06-27,$2.04 ,"$4,678.26 "
18698,CFAB,COAT,24/1 85/15 Modacrylic/Tencel Natural Protex C and G100 MVS,Natural,110.00,,0.00,,110.00,,0.00,0.00,110.00,2025-06-27,$7.28 ,$800.80 
18700,CFAB,SPUNLAB,40/1 50/37/13 Polyester/Modal Rayon/Karded Cotton Natural Ciclo- Modal - KP - Streaky RS,Natural,0.00,,-22.24,,-22.24,,0.00,0.00,-22.24,2025-06-27,$4.34 ,($96.50)
18701,CFAB,SPUNGOLD,11/1 40/20/40 Rayon/Modacrylic/Glass Natural FR/F12,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18702,CFAB,CS AMERICA,1/70/34 100% Nylon Semi Dull N66,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$4.05 ,$0.00 
18703,CFAB,DECA GLOBAL,38/1 60/40 Combed Cotton/Polyester Semi Dull RS,Semi Dull,107.00,,0.00,,107.00,,"18,879.90","-2,435.90","16,551.00",2025-06-27,$2.18 ,$233.26 
18704,CFAB,DECA GLOBAL,24/1 60/40 Combed Cotton/Polyester Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.49 ,$0.00 
18706,CFAB,"SPRINGS CREATIVE PRODUCTS GROUP, LLC",11/1 59/41 Modacrylic/Fiberglass Natural,Natural,"1,170.90","2,026.40","-2,529.67",,667.63,CT,0.00,0.00,667.63,2025-06-27,$5.15 ,"$3,438.28 "
18707,CFAB,PREMIERE FIBERS INC,1/140/34 100% Nylon Semi Dull,Semi Dull,"7,874.70",,"-2,733.79",,"5,140.91",,"6,343.00","-9,646.65","1,837.26",2025-06-27,$3.65 ,"$18,764.33 "
18708,CFAB,UNIFI,1/150/34 100% Polyester Natural Set - Sorbtek,Natural,"1,157.40",,-331.49,,825.91,,"4,864.30","-4,561.05","1,129.16",2025-06-27,$2.37 ,"$1,957.41 "
18709,CFAB,PARKDALE YARN MILLS,30/1 90/10 Karded Cotton/Polyester Black 10% Soft Spun OE,Black 10%,412.00,,0.00,,412.00,,0.00,0.00,412.00,2025-06-27,$2.27 ,$935.24 
18710,CFAB,PARKDALE YARN MILLS,18/1 90/10 Karded Cotton/Polyester Black 10% OE,Black 10%,"2,286.00",,0.00,,"2,286.00",,0.00,0.00,"2,286.00",2025-06-27,$1.62 ,"$3,703.32 "
18711,CFAB,DECA GLOBAL,20/1 50/50 Polyester/Cotton Natural,Natural,942.00,,0.00,,942.00,,0.00,0.00,942.00,2025-06-27,$2.22 ,"$2,091.24 "
18712,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester ST LUCIA 4015-01684-A,ST LUCIA,"7,167.70",,"-5,799.60",,"1,368.10",CT,"10,000.00","-4,280.70","7,087.40",2025-06-27,$3.36 ,"$4,596.82 "
18713,CFAB,MINIFIBERS,1/150/50 100% Polyethylene White MUST HAVE APPROVAL TO USE THIS YARN,White,86.00,,-100.14,,-14.14,CT,0.00,0.00,-14.14,2025-06-27,$5.58 ,($78.93)
18714,CFAB,MINIFIBERS,1/300/50 100% Polyethylene Natural LOW DENSITY POLYE - NICCA FINISH - MUST HAVE APPROVAL TO USE THIS YARN,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18715,CFAB,CS AMERICA,1/150/144 100% Polyester Semi Dull SET,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.75 ,$0.00 
18716,CFAB,UNIFI,1/100/96 100% Polyester Natural Repreve - Stretch w/Air,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18717,CFAB,CS AMERICA,1/150/96 100% Polyester Natural Tex Set - Dyeable SET,Natural,764.00,,0.00,,764.00,,0.00,0.00,764.00,2025-06-27,$1.95 ,"$1,489.80 "
18718,CFAB,UNIFI,1/150/34 100% Polyester Natural REPREVE 56TPC,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18719,CFAB,OMARA TEXTILES,1/300/68 100% Nylon Natural Flat Econyl K716,Natural,"1,831.00",,0.00,,"1,831.00",,0.00,0.00,"1,831.00",2025-06-27,$5.36 ,"$9,814.16 "
18720,CFAB,CS AMERICA,1/50/72 100% Polyester Natural False Twist Tex Set - Dyeable,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18721,CFAB,CS AMERICA,1/125/72 100% Polyester Natural High STR - Dyeable- DTY,Natural,51.00,,0.00,,51.00,,0.00,0.00,51.00,2025-06-27,$2.65 ,$135.15 
18722,CFAB,CS AMERICA,1/125/48 100% Polyester Natural High STR - Dyeable- DTY,Natural,41.00,,0.00,,41.00,,0.00,0.00,41.00,2025-06-27,$2.45 ,$100.45 
18723,CFAB,FARE,12/1 100% Rayon Natural FR OE,Natural,83.00,,0.00,,83.00,,0.00,0.00,83.00,2025-06-27,$0.00 ,$0.00 
18724,CFAB,OMARA TEXTILES,1/150/68 100% Nylon Natural Flat Econyl K716,Natural,473.00,,0.00,,473.00,,0.00,0.00,473.00,2025-06-27,$5.46 ,"$2,582.58 "
18725,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Lookout 4015-0178-A,Lookout,189.00,,-26.09,,162.91,CT,0.00,0.00,162.91,2025-06-27,$3.36 ,$547.38 
18726,CFAB,PARKDALE YARN MILLS,8/1 100% Karded Cotton Natural OE,Natural,"1,472.00",,-70.79,,"1,401.21",CT,0.00,0.00,"1,401.21",2025-06-27,$1.44 ,"$2,017.74 "
18727,CFAB,SPUNLAB,20/1 100% Karded Cotton Natural ORGANIC Organic RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$5.70 ,$0.00 
18728,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Indigo 4015-01709-A,Indigo,495.00,,0.00,,495.00,CT,0.00,0.00,495.00,2025-06-27,$3.36 ,"$1,663.20 "
18729,CFAB,BUHLER QUALITY YARNS CORP,30/1 50/30/20 Modacrylic/Tencel/Twaron Natural Protex C RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18730,CFAB,BUHLER QUALITY YARNS CORP,30/1 50/30/20 Modacrylic/Tencel/Twaron Grey Protex C RS,Grey,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$9.37 ,$0.00 
18731,CFAB,BUHLER QUALITY YARNS CORP,36/1 100% Modal Natural Micro Modal Samil RS,Natural,987.60,,0.00,,987.60,,0.00,0.00,987.60,2025-06-27,$5.70 ,"$5,629.32 "
18732,CFAB,COAT,30/1 50/30/20 Modacrylic/Tencel/Para Aramid Grey Protex C - A100 - Kolon para aramid RS,Grey,893.70,,0.00,,893.70,,0.00,-0.32,893.38,2025-06-27,$11.56 ,"$10,331.17 "
18733,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Orange LW TK poly 4015-01725-A,Orange,"1,041.10",,-390.90,,650.20,CT,0.00,-576.00,74.20,2025-06-27,$3.36 ,"$2,184.68 "
18734,CFAB,OMARA TEXTILES,1/200 100% Polyethylene STORMY,STORMY,538.00,,0.00,,538.00,,0.00,0.00,538.00,2025-06-27,$5.00 ,"$2,690.00 "
18735,CFAB,PARKDALE YARN MILLS,30/1 100% Karded Cotton Natural RS,Natural,961.00,,0.00,,961.00,,0.00,0.00,961.00,2025-06-27,$2.39 ,"$2,296.79 "
18736,CFAB,BUHLER QUALITY YARNS CORP,40/1 100% Tencel Natural A100  MVS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$5.04 ,$0.00 
18737,CFAB,MUTU GADING TEKSTIL,1/150/48 100% Polyester Cashmere PL5402-01,Cashmere,"6,995.00","2,340.50","-5,338.37",,"3,997.13",CT,"7,174.30","-5,982.64","5,188.79",2025-06-27,$2.38 ,"$9,513.17 "
18738,CFAB,VERTEX,1/200/80 100% Polyethylene Grey,Grey,30.00,,0.00,,30.00,,0.00,0.00,30.00,2025-06-27,$8.10 ,$243.00 
18739,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Emerald 4015-01458-A,Emerald,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18740,CFAB,NANY,1/70/72 100% Polyester Semi Dull,Semi Dull,901.00,,0.00,,901.00,,0.00,0.00,901.00,2025-06-27,$0.95 ,$855.95 
18741,CFAB,The LYCRA Company LLC,1/30 100% Lycra Semi Bright 582L,Semi Bright,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18742,CFAB,The LYCRA Company LLC,1/78/68 100% Nylon Natural,Natural,"2,689.70",,-106.31,,"2,583.39",,0.00,0.00,"2,583.39",2025-06-27,$0.00 ,$0.00 
